College,Status,Team,Experience,LastName,FirstName,Number,PlayerId,Position
Stanford,Retired, ,8 Seasons,"Gordon, Amon", ,amongordon/2506067,
Notre Dame,Retired, ,3 Seasons,"Beams, Byron", ,byronbeams/2509231,
San Diego State,Retired, ,1 Season,"Warren, Vince", ,vincewarren/2528261,
LSU,Active,New York Jets,6th season,"Claiborne, Morris", ,morrisclaiborne/2533059,DB
Southern Mississippi,Active,Houston Texans,9th season,"Clark, Chris", ,chrisclark/2507358,T
Virginia Tech,Active,Baltimore Ravens,Rookie,"Clark, Chuck", ,chuckclark/2558248,DB
Norwich,Retired, ,7 Seasons,"Liebel, Frank", ,frankliebel/2519494,
Michigan State,Active,Los Angeles Chargers,2nd season,"Clark, Donavon",63,donavonclark/2555135,OG
Washington State,Retired, ,3 Seasons,"Johnson, Eric", ,ericjohnson/2517627,
Northeastern,Retired, ,1 Season,"Ballantyne, Kendrick", ,kendrickballantyne/2507103,
Moravian,Retired, ,1 Season,"Finn, Jack", ,jackfinn/2514038,
Tennessee,Retired, ,1 Season,"Leak, C.J.", ,c.j.leak/2507017,
East Carolina,Retired, ,5 Seasons,"Vann, Norwood", ,norwoodvann/2527877,
South Carolina,Retired, ,6 Seasons,"DeLuca, Sam", ,samdeluca/2512765,
Texas-El Paso,Retired, ,11 Seasons,"Jacke, Chris", ,chrisjacke/2501315,
Mississippi State,Retired, ,6 Seasons,"Young, Robert", ,robertyoung/2529575,
Michigan,Active,Seattle Seahawks,3rd season,"Clark, Frank",55,frankclark/2552629,DE
Oregon State,Retired, ,3 Seasons,"Jackson, LaDairis", ,ladairisjackson/2504463,
Bridgewater College,Retired, ,0 Season,"Taylor, Jermaine", ,jermainetaylor/2527094,
Georgia Tech,Retired, ,4 Seasons,"Edmunds, Randy", ,randyedmunds/2513465,
Virginia,Retired, ,4 Seasons,"Estes, Patrick", ,patrickestes/2506579,
Iowa State,Retired, ,1 Season,"Reeve, Lew", ,lewreeve/2523899,
Michigan,Active,New York Jets,Rookie,"Clark, Jeremy", ,jeremyclark/2558249,CB
UCLA,Active,Green Bay Packers,2nd season,"Clark, Kenny",97,kennyclark/2555282,NT
Colorado State-Pueblo,Active,Arizona Cardinals,Rookie,"Clark, Larry", ,larryclark/2559323,WR
Texas Tech,Active,Indianapolis Colts,2nd season,"Clark, Le'Raven",62,le'ravenclark/2555202,OT
Marshall,Active,Green Bay Packers,Rookie,"Clark, Michael", ,michaelclark/2559019,WR
Montana,Retired, ,1 Season,"Hagen, Mike", ,mikehagen/2515570,
Mississippi State,Retired, ,1 Season,"Eidson, Jim", ,jimeidson/2513522,
Rutgers,Retired, ,12 Seasons,"Pellington, Bill", ,billpellington/2522963,
Michigan State,Retired, ,2 Seasons,"Ledyard, Courtney", ,courtneyledyard/2501714,
Vanderbilt,Retired, ,7 Seasons,"Rich, Herb", ,herbrich/2524070,
Alabama,Retired, ,3 Seasons,"Johnson, Nico", ,nicojohnson/2539193,
Fordham,Retired, ,2 Seasons,"Alexander, John", ,johnalexander/2508315,
USC,Retired, ,6 Seasons,"Hartwig, Carter", ,carterhartwig/2516047,
Boise State,Retired, ,9 Seasons,"Carr, Chris", ,chriscarr/2506154,
West Virginia,Active,Cincinnati Bengals,4th season,"Clarke, Will",93,willclarke/2543881,DE
Portland State,Retired, ,7 Seasons,"Senn, Jordan", ,jordansenn/2507398,
Miami (Ohio),Retired, ,2 Seasons,"Early, Guy", ,guyearly/2513405,
Louisiana-Monroe,Retired, ,1 Season,"Leonard, Brent", ,brentleonard/2542004,
Texas-Arlington,Retired, ,1 Season,"Lewis, Darryl", ,darryllewis/2519426,
Denison,Retired, ,4 Seasons,"Becker, Johnnie", ,johnniebecker/2509277,
Florida,Retired, ,1 Season,"Klutka, Nick", ,nickklutka/2518617,
Rice,Retired, ,8 Seasons,"Magee, John", ,johnmagee/2519962,
Iowa,Retired, ,1 Season,"Jackson, Tony", ,tonyjackson/2506529,
Mississippi State,Active,Carolina Panthers,1st season,"Clausell, Blaine", ,blaineclausell/2553753,OT
William & Mary,Retired, ,1 Season,"Atchison, Drew", ,drewatchison/2507414,
Iowa,Retired, ,3 Seasons,"King, Mitch", ,mitchking/71357,
,Retired, ,,"Warren, null", ,warren/2528249,
Indiana,Retired, ,1 Season,"Allen, Kevin", ,kevinallen/2508388,
Texas Tech,Retired, ,2 Seasons,"Filani, Joel", ,joelfilani/2495603,
Southern University,Retired, ,1 Season,"Battle, Jim", ,jimbattle/2509167,
Alabama,Retired, ,6 Seasons,"Caldwell, Antoine", ,antoinecaldwell/71239,
Illinois,Retired, ,2 Seasons,"Halstrom, Bernie", ,berniehalstrom/2515673,
Tulsa,Active,Buffalo Bills,7th season,"Clay, Charles",85,charlesclay/2495139,TE
LSU,Retired, ,11 Seasons,"Cannon, Billy", ,billycannon/2511022,
Tulsa,Retired, ,11 Seasons,"Pearson, Drew", ,drewpearson/2522932,
LSU,Retired, ,3 Seasons,"Haliburton, Ronnie", ,ronniehaliburton/2500965,
Arizona,Retired, ,5 Seasons,"Levy, Chuck", ,chucklevy/2501737,
Miami (Fla.),Retired, ,7 Seasons,"Fagan, Kevin", ,kevinfagan/2500582,
Louisiana Tech,Retired, ,2 Seasons,"Johnson, Oscar", ,oscarjohnson/2539249,
Utah,Active,Carolina Panthers,3rd season,"Clay, Kaelin", ,kaelinclay/2552651,WR
Tulsa,Retired, ,5 Seasons,"Gibson, Joe", ,joegibson/2514828,
Oregon,Retired, ,11 Seasons,"Thomason, Jeff", ,jeffthomason/2503329,
Kansas,Retired, ,0 Season,"Reid, Nick", ,nickreid/2506837,
St. Mary's (CA),Retired, ,7 Seasons,"Ebding, Harry", ,harryebding/2513427,
Auburn,Retired, ,1 Season,"Ware, Brad", ,bradware/2503536,
LSU,Retired, ,5 Seasons,"Davis, Craig", ,craigdavis/2495592,
Boise State,Unsigned free agent,New York Jets,10th season,"Clady, Ryan",78,ryanclady/746,T
Iowa,Active,Atlanta Falcons,7th season,"Clayborn, Adrian",99,adrianclayborn/2495140,DE
Dartmouth,Retired, ,3 Seasons,"Maloney, Red", ,redmaloney/2520041,
San Diego State,Retired, ,1 Season,"Pino, Chris", ,chrispino/2506810,
Chicago,Retired, ,2 Seasons,"Thomas, John", ,johnthomas/2527261,
Boston U.,Retired, ,1 Season,"Kaimer, Karl", ,karlkaimer/2518093,
Boston College,Active,Dallas Cowboys,3rd season,"Cleary, Emmett", ,emmettcleary/2539974,T
Tulane,Retired, ,2 Seasons,"Johns, Pete", ,petejohns/2517558,
Oregon,Active,Los Angeles Chargers,12th season,"Clemens, Kellen",10,kellenclemens/2506895,QB
USC,Retired, ,1 Season,"Keneley, Matt", ,mattkeneley/2501592,
Florida,Retired, ,8 Seasons,"Anderson, Neal", ,nealanderson/2499431,
Iowa,Retired, ,2 Seasons,"Schleusner, Vin", ,vinschleusner/2525039,
Auburn,Retired, ,1 Season,"Goodson, Tyrone", ,tyronegoodson/2500839,
Wisconsin,Active,Philadelphia Eagles,Rookie,"Clement, Corey", ,coreyclement/2559150,RB
Purdue,Retired, ,2 Seasons,"Barnett, Tom", ,tombarnett/2509046,
West Virginia,Retired, ,2 Seasons,"Davis, Carl", ,carldavis/2512526,
Hardin-Simmons,Retired, ,2 Seasons,"Cherry, Ed", ,edcherry/2511403,
Houston,Retired, ,1 Season,"Bell, Carlos", ,carlosbell/2509340,
Missouri,Retired, ,2 Seasons,"Denny, Earl", ,earldenny/2512806,
Syracuse,Retired, ,15 Seasons,"Ringo, Jim", ,jimringo/2524203,
Ohio Wesleyan,Retired, ,1 Season,"Pearce, Harley", ,harleypearce/2522920,
Oregon,Retired, ,2 Seasons,"Leicht, Jake", ,jakeleicht/2519322,
San Jose State,Retired, ,2 Seasons,"Kearse, Tim", ,timkearse/2518205,
Clemson,Retired, ,1 Season,"Timmons, Charlie", ,charlietimmons/2527441,
Southern Methodist,Retired, ,6 Seasons,"McCann, Bryan", ,bryanmccann/2507935,
Southern Methodist,Retired, ,1 Season,"Goss, Don", ,dongoss/2515112,
Colorado State,Retired, ,1 Season,"Norman, Ben", ,bennorman/2522239,
Pittsburgh,Active,Minnesota Vikings,3rd season,"Clemmings, T.J.",68,t.j.clemmings/2552365,OT
Appalachian State,Retired, ,3 Seasons,"LeGree, Mark", ,marklegree/2508124,
Illinois,Retired, ,1 Season,"Richards, Ted", ,tedrichards/2524078,
Miami (Fla.),Active,Los Angeles Chargers,3rd season,"Cleveland, Asante", ,asantecleveland/2550454,TE
South Florida,Active,Kansas City Chiefs,2nd season,"Cliett, Reshard", ,reshardcliett/2553449,OLB
Miami (Fla.),Retired, ,6 Seasons,"Weisacosky, Ed", ,edweisacosky/2528475,
Illinois,Retired, ,6 Seasons,"Agase, Alex", ,alexagase/2508257,
Alabama,Active,Green Bay Packers,4th season,"Clinton-Dix, Ha Ha",21,hahaclinton-dix/2543470,FS
Montana,Unsigned free agent,Tennessee Titans,8th season,"Mariani, Marc",87,marcmariani/1037885,WR
Lombard,Retired, ,4 Seasons,"Lamb, Roddy", ,roddylamb/2519002,
Arkansas-Pine Bluff,Retired, ,6 Seasons,"Akins, Chris", ,chrisakins/2499372,
Eastern Washington,Retired, ,1 Season,"Kimble, Eric", ,erickimble/2506755,
Nebraska-Kearney,Retired, ,2 Seasons,"Marrow, John", ,johnmarrow/2520182,
California Lutheran,Retired, ,1 Season,"Dickerson, Andy", ,andydickerson/2512892,
Hofstra,Retired, ,1 Season,"Kosens, Terry", ,terrykosens/2518747,
Cal State-East Bay,Retired, ,1 Season,"LaBeaux, Sandy", ,sandylabeaux/2518952,
Louisiana Tech,Retired, ,1 Season,"Osborne, Eldonta", ,eldontaosborne/2522563,
Colorado,Retired, ,1 Season,"Figner, George", ,georgefigner/2514012,
Washington,Retired, ,4 Seasons,"Alexander, Roc", ,rocalexander/2505842,
Wake Forest,Retired, ,2 Seasons,"O'Quinn, Red", ,redo'quinn/2522527,
South Carolina,Active,Houston Texans,4th season,"Clowney, Jadeveon",90,jadeveonclowney/2543456,DE
Nicholls State,Retired, ,2 Seasons,"Felder, Bobby", ,bobbyfelder/2535711,
Auburn,Active,Pittsburgh Steelers,3rd season,"Coates, Sammie",14,sammiecoates/2552470,WR
Kentucky,Active,Green Bay Packers,7th season,"Cobb, Randall",18,randallcobb/2495448,WR
Youngstown State,Retired, ,1 Season,"Thompson, Bob", ,bobthompson/2527356,
USC,Retired, ,3 Seasons,"Parker, Larry", ,larryparker/2502404,
St. Paul's (VA),Unsigned free agent,Washington Redskins,9th season,"Toler, Greg",20,gregtoler/237680,DB
Arizona,Retired, ,3 Seasons,"Arneson, Jim", ,jimarneson/2508652,
Southern Oregon,Retired, ,1 Season,"Gilmore, Jonathan", ,jonathangilmore/2531163,
Tulane,Retired, ,1 Season,"Wenzel, Jeff", ,jeffwenzel/2528535,
Penn State,Retired, ,4 Seasons,"Giacomarro, Ralph", ,ralphgiacomarro/2514797,
Stanford,Retired, ,7 Seasons,"Vataha, Randy", ,randyvataha/2527906,
Wake Forest,Retired, ,4 Seasons,"Piccolo, Brian", ,brianpiccolo/2523202,
Duke,Active,Pittsburgh Steelers,4th season,"Cockrell, Ross",31,rosscockrell/2543799,CB
Penn State,Retired, ,0 Season,"Kimball, David", ,davidkimball/2518446,
North Carolina A&T,Active,Chicago Bears,Rookie,"Cohen, Tarik", ,tarikcohen/2558250,RB
Brigham Young,Retired, ,4 Seasons,"Feinga, Ray", ,rayfeinga/71295,
West Virginia,Retired, ,3 Seasons,"Rembert, Reggie", ,reggierembert/2502630,
Florida State,Retired, ,3 Seasons,"Alexander, Mister", ,misteralexander/2530661,
Kansas,Retired, ,1 Season,"Nave, Steve", ,stevenave/2521972,
Maryland,Retired, ,1 Season,"Schankweiler, Scott", ,scottschankweiler/2525010,
Missouri,Retired, ,2 Seasons,"Bell, Bobby", ,bobbybell/2509339,
Texas Christian,Retired, ,9 Seasons,"Davis, Kenneth", ,kennethdavis/2500318,
Miami (Fla.),Active,San Francisco 49ers,Rookie,"Colbert, Adrian", ,adriancolbert/2558857,DB
Kentucky,Retired, ,3 Seasons,"Phelps, Don", ,donphelps/2523153,
Tennessee,Retired, ,3 Seasons,"Davis, Ron", ,rondavis/2500326,
Alabama,Retired, ,1 Season,"Bell, Albert", ,albertbell/2509335,
Mississippi,Retired, ,1 Season,"Kempinska, Charlie", ,charliekempinska/2518320,
American International,Retired, ,1 Season,"Norris, Jon", ,jonnorris/2522260,
Miami (Ohio),Retired, ,3 Seasons,"Jencks, Bob", ,bobjencks/2517474,
Illinois State,Retired, ,3 Seasons,"Johnson, Jason", ,jasonjohnson/2517667,
U. of Pacific,Retired, ,1 Season,"Bailey, Larry", ,larrybailey/2508847,
Louisiana Tech,Retired, ,3 Seasons,"Shaw, Eric", ,ericshaw/2502912,
Texas,Retired, ,1 Season,"Goodson, John", ,johngoodson/2515070,
Purdue,Retired, ,7 Seasons,"Panfil, Ken", ,kenpanfil/2522702,
Washington,Retired, ,8 Seasons,"Pearson, J.C.", ,j.c.pearson/2502433,
North Carolina State,Active,Jacksonville Jaguars,6th season,"Cole, Audie", ,audiecole/2532814,LB
Missouri State,Active,Houston Texans,Rookie,"Cole, Dylan", ,dylancole/2559152,LB
Kentucky Wesleyan,Active,Jacksonville Jaguars,Rookie,"Cole, Keelan", ,keelancole/2559153,WR
,Retired, ,,"Harris, Fatty", ,fattyharris/2515935,
Washington State,Retired, ,1 Season,"Lainhart, Porter", ,porterlainhart/2518985,
Texas A&M,Retired, ,1 Season,"Allen, Matt", ,mattallen/2530746,
Boston College,Retired, ,1 Season,"Regent, Shawn", ,shawnregent/2523909,
William & Mary,Retired, ,1 Season,"Cambal, Dennis", ,denniscambal/2510949,
Southern Mississippi,Retired, ,1 Season,"Acosta, Corey", ,coreyacosta/2554139,
New Mexico State,Retired, ,11 Seasons,"Gerela, Roy", ,roygerela/2514776,
Nebraska,Retired, ,9 Seasons,"Rathman, Tom", ,tomrathman/2502588,
Purdue,Retired, ,1 Season,"Johnson, Pat", ,patjohnson/2517681,
Stanford,Retired, ,3 Seasons,"Calvelli, Tony", ,tonycalvelli/2510945,
Rutgers,Active,New Orleans Saints,3rd season,"Coleman, Brandon",16,brandoncoleman/2550328,WR
Baylor,Active,Cleveland Browns,2nd season,"Coleman, Corey",19,coreycoleman/2555333,WR
Alcorn State,Retired, ,5 Seasons,"Foules, Elbert", ,elbertfoules/2514287,
California,Active,Buffalo Bills,1st season,"Coleman, Deandre", ,deandrecoleman/2550549,DT
UCLA,Active,Atlanta Falcons,4th season,"Coleman, Derrick", ,derrickcoleman/2534871,RB
Illinois,Retired, ,9 Seasons,"Acks, Ron", ,ronacks/2508184,
Tennessee,Active,New England Patriots,3rd season,"Coleman, Justin",22,justincoleman/2553637,CB
USC,Retired, ,2 Seasons,"Garlin, Don", ,dongarlin/2514630,
Ohio State,Active,Carolina Panthers,8th season,"Coleman, Kurt",20,kurtcoleman/494261,SS
Texas-San Antonio,Retired, ,1 Season,"Okotcha, Bennett", ,bennettokotcha/2556884,
Arkansas-Pine Bluff,Active,Seattle Seahawks,Rookie,"Coleman, Kyle", ,kylecoleman/2557132,LB
Whittier,Retired, ,1 Season,"Finch, Olen", ,olenfinch/2514024,
Florida State,Retired, ,1 Season,"Carter, Walter", ,waltercarter/2511214,
Auburn,Active,Cleveland Browns,2nd season,"Coleman, Shon",72,shoncoleman/2555337,OT
Auburn,Retired, ,11 Seasons,"Walker, Gary", ,garywalker/2503505,
LSU,Retired, ,2 Seasons,"Oliver, Melvin", ,melvinoliver/2506965,
Northern Iowa,Retired, ,5 Seasons,"Keith, Brandon", ,brandonkeith/1262,
Grambling State,Retired, ,3 Seasons,"Caleb, Jamie", ,jamiecaleb/2510924,
Mississippi,Retired, ,1 Season,"Yelverton, Bill", ,billyelverton/2529513,
Missouri,Retired, ,6 Seasons,"Petersen, Kurt", ,kurtpetersen/2523079,
Indiana,Active,Atlanta Falcons,3rd season,"Coleman, Tevin",26,tevincoleman/2552453,RB
Lamar,Retired, ,1 Season,"Marcontell, Ed", ,edmarcontell/2520129,
Portland State,Active,New York Jets,Rookie,"Coleman, Xavier", ,xaviercoleman/2558931,CB
Bucknell,Retired, ,1 Season,"Beecham, Earl", ,earlbeecham/2509296,
Midwestern State,Retired, ,6 Seasons,"Tanner, Andy", ,andytanner/2508031,
Miami (Fla.),Active,Minnesota Vikings,Rookie,"Coley, Stacy", ,stacycoley/2557896,WR
Michigan State,Retired, ,0 Season,"Key, Travis", ,traviskey/2507376,
Auburn,Retired, ,6 Seasons,"Andrews, William", ,williamandrews/2508563,
Oregon,Retired, ,4 Seasons,"Castle, Eric", ,ericcastle/2500030,
Ottawa (Kans.),Retired, ,4 Seasons,"Hale, Dave", ,davehale/2515604,
Florida,Retired, ,4 Seasons,"Zimmerman, Jeff", ,jeffzimmerman/2529666,
Florida State,Retired, ,1 Season,"Thomas, Tarlos", ,tarlosthomas/2504401,
Oregon State,Retired, ,5 Seasons,"Piscitelli, Sabby", ,sabbypiscitelli/2495709,
Southern Mississippi,Retired, ,4 Seasons,"Nix, John", ,johnnix/2504666,
Florida Atlantic,Active,Cleveland Browns,1st season,"Coley, Trevon", ,trevoncoley/2556504,DT
Arkansas,Active,Seattle Seahawks,2nd season,"Collins, Alex",36,alexcollins/2555430,RB
Northwestern State-Louisiana,Retired, ,1 Season,"Hall, James", ,jameshall/2515638,
Northwestern,Retired, ,1 Season,"Kapter, Alex", ,alexkapter/2518138,
Georgia Tech,Retired, ,11 Seasons,"Levens, Dorsey", ,dorseylevens/2501734,
Texas Christian,Active,Minnesota Vikings,Rookie,"Collins, Aviante", ,aviantecollins/2558932,OT
John Carroll,Retired, ,1 Season,"Arth, Tom", ,tomarth/2505338,
Texas,Retired, ,2 Seasons,"Churchman, Ricky", ,rickychurchman/2511484,
Troy,Retired, ,3 Seasons,"Gales, Dion", ,diongales/2507747,
Nebraska,Retired, ,1 Season,"Evwaraye, Seppo", ,seppoevwaraye/2507322,
Vanderbilt,Retired, ,0 Season,"Alford, Billy", ,billyalford/2506332,
East Carolina,Retired, ,4 Seasons,"Hamilton, Steve", ,stevehamilton/2515700,
Michigan State,Retired, ,4 Seasons,"Saidock, Tom", ,tomsaidock/2524796,
Cal State-Fullerton,Retired, ,1 Season,"Redick, Corn", ,cornredick/2523837,
LSU,Active,Atlanta Falcons,3rd season,"Collins, Jalen",32,jalencollins/2552573,CB
Arkansas,Retired, ,11 Seasons,"Martin, Wayne", ,waynemartin/2501893,
Kutztown,Retired, ,8 Seasons,"Harper, Bruce", ,bruceharper/2515867,
Idaho,Retired, ,2 Seasons,"Pavkov, Stan", ,stanpavkov/2522892,
Indiana,Retired, ,1 Season,"Gartner, Chris", ,chrisgartner/2514678,
Southern Mississippi,Active,Cleveland Browns,5th season,"Collins, Jamie",51,jamiecollins/2539311,OLB
Temple,Retired, ,1 Season,"Joachim, Steve", ,stevejoachim/2517543,
Northern Illinois,Retired, ,1 Season,"Ashford, Perez", ,perezashford/2541576,
Minnesota,Retired, ,4 Seasons,"Jenke, Noel", ,noeljenke/2517475,
Southern Illinois,Retired, ,3 Seasons,"Lindsey, Korey", ,koreylindsey/2499262,
Ohio U.,Retired, ,1 Season,"Goulet, Steve", ,stevegoulet/2531164,
Washington,Retired, ,1 Season,"Chorak, Jason", ,jasonchorak/2500067,
Northwestern,Retired, ,1 Season,"Hajek, Chuck", ,chuckhajek/2515597,
USC,Retired, ,5 Seasons,"Sears, Jimmy", ,jimmysears/2525263,
Wisconsin,Retired, ,8 Seasons,"Egloff, Ron", ,ronegloff/2513510,
Tulane,Retired, ,9 Seasons,"Thomas, Eric", ,ericthomas/2503303,
Akron,Retired, ,2 Seasons,"Vincent, Shawn", ,shawnvincent/2503472,
USC,Retired, ,11 Seasons,"Banta, Brad", ,bradbanta/2499524,
Louisiana State University - Shreveport,Active,Dallas Cowboys,3rd season,"Collins, La'el",71,la'elcollins/2553505,OG
Ursinus,Retired, ,1 Season,"Bassman, Reds", ,redsbassman/2509137,
East Tennessee State,Retired, ,2 Seasons,"Kelly, Maurice", ,mauricekelly/2501581,
Utah,Retired, ,2 Seasons,"Fifita, Steve", ,stevefifita/2506718,
Alabama,Active,New York Giants,3rd season,"Collins, Landon",21,landoncollins/2552454,SS
Holy Cross,Retired, ,7 Seasons,"Osmanski, Bill", ,billosmanski/2522574,
Missouri,Unsigned free agent,Dallas Cowboys,7th season,"Gachkar, Andrew",52,andrewgachkar/2499275,OLB
Texas A&M,Unsigned free agent,Jacksonville Jaguars,4th season,"Porter, Sean",53,seanporter/2539321,OLB
Nebraska,Active,Dallas Cowboys,2nd season,"Collins, Maliek",96,maliekcollins/2555400,DT
Appalachian State,Active,Jacksonville Jaguars,Rookie,"Collins, Parker", ,parkercollins/2559154,C
Georgia,Retired, ,3 Seasons,"Weston, Kade", ,kadeweston/1037911,
New Mexico,Retired, ,1 Season,"Renteria, D.J.", ,d.j.renteria/2505841,
Central Washington,Retired, ,16 Seasons,"Kitna, Jon", ,jonkitna/2501630,
Tennessee,Active,Cleveland Browns,8th season,"Colquitt, Britton",4,brittoncolquitt/71259,P
Western Michigan,Retired, ,5 Seasons,"Mason, Joel", ,joelmason/2520291,
Clemson,Retired, ,11 Seasons,"Kirkland, Levon", ,levonkirkland/2501625,
Tennessee,Active,Kansas City Chiefs,13th season,"Colquitt, Dustin",2,dustincolquitt/2506438,P
Michigan State,Retired, ,8 Seasons,"Hannon, Tom", ,tomhannon/2515757,
UCLA,Retired, ,13 Seasons,"Kirschke, Travis", ,traviskirschke/2501628,
South Carolina,Retired, ,4 Seasons,"Elston, Dutch", ,dutchelston/2513609,
Cincinnati,Retired, ,2 Seasons,"Manalac, Ryan", ,ryanmanalac/2507804,
Oklahoma,Active,Jacksonville Jaguars,4th season,"Colvin, Aaron",22,aaroncolvin/2543501,CB
Johnson C. Smith,Retired, ,1 Season,"Johnson, Donnell", ,donnelljohnson/2501419,
San Jose State,Retired, ,1 Season,"Nash, Kenny", ,kennynash/2521957,
Canisius,Retired, ,3 Seasons,"Feist, Lou", ,loufeist/2513910,
South Dakota,Active,Chicago Bears,5th season,"Compton, Tom", ,tomcompton/2532816,T
Nebraska,Active,Washington Redskins,4th season,"Compton, Will",51,willcompton/2540013,ILB
Michigan,Retired, ,11 Seasons,"Calloway, Chris", ,chriscalloway/2499972,
Oklahoma,Retired, ,1 Season,"Paul, Harold", ,haroldpaul/2522879,
Missouri,Retired, ,3 Seasons,"Goode, Conrad", ,conradgoode/2515044,
Navy,Retired, ,5 Seasons,"Eckel, Kyle", ,kyleeckel/2506263,
Phillips,Retired, ,4 Seasons,"Sedbrook, Len", ,lensedbrook/2525280,
Maryland,Active,Oakland Raiders,11th season,"Condo, Jon",59,joncondo/2506223,LS
Washington State,Retired, ,21 Seasons,"Hanson, Jason", ,jasonhanson/2501016,
Georgia,Retired, ,7 Seasons,"Carson, Johnny", ,johnnycarson/2511169,
Grove City,Retired, ,1 Season,"Lantz, Mose", ,moselantz/2519078,
Missouri,Retired, ,6 Seasons,"Delpino, Robert", ,robertdelpino/2500365,
Nevada-Las Vegas,Retired, ,5 Seasons,"Seward, Adam", ,adamseward/2506485,
Michigan,Retired, ,14 Seasons,"Feely, Jay", ,jayfeely/2504343,
Wake Forest,Retired, ,1 Season,"Venuto, Jay", ,jayvenuto/2527934,
Texas Christian,Retired, ,2 Seasons,"O'Brien, Davey", ,daveyo'brien/2522356,
Nevada-Las Vegas,Retired, ,1 Season,"Nelson, Ted", ,tednelson/2522040,
Michigan State,Active,Tennessee Titans,2nd season,"Conklin, Jack",78,jackconklin/2555279,OT
Southern Mississippi,Retired, ,2 Seasons,"Garry, Ben", ,bengarry/2514676,
Oregon,Retired, ,1 Season,"Reed, Daryl", ,darylreed/2502608,
San Jose State,Retired, ,12 Seasons,"Ekern, Carl", ,carlekern/2513531,
Georgia,Active,Kansas City Chiefs,3rd season,"Conley, Chris",17,chrisconley/2552652,WR
